id,price
15035,667329.0
15036,412173.2
15037,1457180.0
15038,297961.6
15039,460088.0
15040,498496.5
15041,372179.0
15042,604290.0
15043,443472.16
15044,354378.0
15045,560575.2
15046,302490.0
15047,979888.26
15048,385509.0266666666
15049,548740.0
15050,272433.0
15051,687407.26
15052,469354.0
15053,565188.5
15054,441339.8
15055,554880.0
15056,873962.0
15057,1042418.32
15058,701523.3333333335
15059,302510.0
15060,263992.0
15061,549178.0
15062,735106.32
15063,350366.0
15064,677662.2
15065,784020.0
15066,485459.0
15067,645988.0
15068,665964.84
15069,577024.18
15070,699030.0
15071,369177.0
15072,629205.8
15073,280572.98
15074,292985.0
15075,911099.0
15076,581497.56
15077,416787.58
15078,289907.0
15079,805920.0
15080,698819.54
15081,449971.0
15082,532955.2
15083,265825.6
15084,478237.78
15085,754002.0
15086,680115.76
15087,504729.15333333326
15088,399084.0
15089,338460.0
15090,233878.33333333337
15091,601161.6
15092,329050.52
15093,417696.82
15094,344680.0
15095,341397.0
15096,474880.36
15097,450744.98
15098,484900.42
15099,223453.16
15100,633974.0
15101,229207.0
15102,416515.2
15103,550703.86
15104,409031.48
15105,566745.0
15106,457631.54
15107,488642.9
15108,319192.0
15109,517905.0
15110,310267.44
15111,290892.0
15112,218055.0
15113,315200.0
15114,330615.6
15115,721676.3333333335
15116,525314.0
15117,467320.0
15118,751590.8
15119,804060.0
15120,540339.0
15121,235889.0
15122,370555.0
15123,563140.0
15124,328814.0
15125,582965.04
15126,488056.5
15127,788670.0
15128,455797.56
15129,312979.0
15130,316755.0
15131,261840.0
15132,1080928.0
15133,542767.0
15134,477759.0
15135,766494.54
15136,225404.8
15137,571900.0
15138,297996.0
15139,453700.0
15140,570086.0
15141,305829.0
15142,562229.0
15143,630572.0
15144,691988.84
15145,502084.82
15146,456763.0
15147,486360.0
15148,483624.0
15149,403625.0
15150,523919.0
15151,562543.0
15152,351428.5
15153,478082.1
15154,1473139.0
15155,322557.3333333334
15156,369923.0
15157,782853.6
15158,351360.0
15159,331410.0
15160,425179.0
15161,1195060.0
15162,304068.0
15163,344218.94
15164,400299.0
15165,572471.7
15166,835150.0
15167,535949.0
15168,460920.0
15169,794678.0
15170,284528.8
15171,476849.0
15172,406265.28
15173,624650.0
15174,289996.18
15175,245711.0
15176,641227.7
15177,513926.0
15178,497021.0
15179,1725290.0
15180,602095.1
15181,416280.0
15182,570611.02
15183,408830.0
15184,578500.08
15185,494152.0
15186,1004055.0
15187,371809.6
15188,376925.0
15189,279884.5
15190,489893.1
15191,281400.26666666666
15192,312567.9
15193,519139.8
15194,295210.0
15195,386788.9
15196,433425.5
15197,515483.76
15198,399009.0
15199,417993.0
15200,536102.0
15201,657234.6666666667
15202,603732.74
15203,308068.92
15204,333809.0
15205,422758.0
15206,887540.0
15207,340590.5
15208,359931.0
15209,354041.16
15210,321972.4
15211,417151.8
15212,684446.08
15213,308300.0
15214,359594.0
15215,408436.86
15216,481068.0
15217,285559.4
15218,464140.0
15219,323630.0
15220,322000.0
15221,841570.0
15222,373747.2
15223,440800.0
15224,529249.04
15225,331317.0
15226,352350.0
15227,512520.0
15228,462462.5
15229,610105.2
15230,768743.7
15231,441850.0
15232,469305.0
15233,590414.0
15234,924986.0
15235,414478.0
15236,326249.28
15237,359620.0
15238,566204.24
15239,515586.0
15240,432259.0
15241,667315.8933333333
15242,482546.0
15243,289304.9
15244,695245.0
15245,513367.52
15246,471027.13333333336
15247,376498.0
15248,725699.58
15249,399388.0
15250,1748630.0
15251,464841.0
15252,624960.0
15253,252027.4
15254,542409.0
15255,354052.02
15256,490994.78
15257,391878.0
15258,342457.6
15259,310674.0
15260,528648.4
15261,336238.0
15262,371762.0
15263,418075.5
15264,441838.2
15265,1010980.0
15266,472742.5
15267,317781.0
15268,579400.2
15269,517630.0
15270,584731.68
15271,736880.0
15272,348568.0
15273,299441.0
15274,653686.0
15275,407280.0
15276,553195.0
15277,337135.0
15278,1632689.0
15279,397458.0
15280,604359.0
15281,424954.4
15282,377319.88
15283,344301.42
15284,475533.0
15285,1409234.54
15286,373258.0
15287,612144.74
15288,529480.0
15289,723869.0
15290,279109.52
15291,434047.0
15292,414249.0
15293,361866.42
15294,597544.96
15295,642081.96
15296,275021.0
15297,269130.44
15298,655572.0
15299,381191.54
15300,475925.08
15301,311216.56
15302,280409.0
15303,332476.3
15304,557525.0
15305,378400.98
15306,516534.81
15307,505325.6
15308,352768.52
15309,355199.0
15310,362065.9
15311,552076.8
15312,329310.8
15313,1588588.6
15314,461696.0
15315,992304.68
15316,427974.0
15317,344763.9
15318,481060.0
15319,1328450.0
15320,424594.64
15321,309415.0
15322,556558.02
15323,299145.5
15324,527560.0
15325,470726.0
15326,541174.44
15327,238849.0
15328,685280.0
15329,525958.96
15330,748394.6
15331,460393.14
15332,538345.0
15333,501040.22
15334,403220.0
15335,455947.5
15336,297185.0
15337,258939.11666666664
15338,514640.0
15339,323800.0
15340,315319.0
15341,512421.6
15342,452095.33333333326
15343,300416.76
15344,409779.0
15345,330957.0
15346,382720.0
15347,412202.94
15348,634171.74
15349,389495.9
15350,260852.1
15351,316900.0
15352,824420.0
15353,243180.0
15354,658188.0
15355,356503.42
15356,319259.0
15357,618930.0
15358,979331.66
15359,383800.0
15360,539724.1
15361,247485.0
15362,428486.76
15363,417910.92
15364,375376.96
15365,562264.8
15366,501015.04
15367,1460772.88
15368,378640.0
15369,542679.7
15370,354144.0
15371,431974.7
15372,251269.4
15373,438992.0
15374,586432.4
15375,787641.5
15376,389932.58
15377,420308.0
15378,688480.0
15379,380306.12
15380,663513.0
15381,605181.34
15382,550529.0
15383,555927.5
15384,436195.18
15385,1486146.52
15386,553366.6666666667
15387,569539.0
15388,467150.24
15389,554419.0
15390,472359.46
15391,320280.0
15392,361577.0
15393,275978.96
15394,425017.4133333333
15395,266490.0
15396,497605.0
15397,502364.0
15398,393145.0
15399,511733.0
15400,913306.6
15401,604539.0
15402,757826.2
15403,335814.12
15404,770088.86
15405,409198.1
15406,923739.0
15407,415627.7
15408,389938.94
15409,848468.1
15410,288893.88
15411,454412.0
15412,328660.12
15413,354567.0
15414,407573.7
15415,536920.4
15416,1988680.0
15417,366950.0
15418,411963.58
15419,496472.18
15420,545427.0
15421,494102.06
15422,522860.0
15423,572681.0
15424,287581.0
15425,1003047.0
15426,249619.0
15427,525621.36
15428,916250.0
15429,504262.0
15430,450989.0
15431,248617.76
15432,398562.2
15433,449142.0
15434,478117.0
15435,1224275.74
15436,448181.0
15437,790703.0
15438,561327.5
15439,365568.41333333333
15440,486712.4
15441,500721.54
15442,455686.4
15443,311268.0
15444,437883.5
15445,493865.0
15446,403885.0
15447,250488.8
15448,543360.0
15449,295835.0
15450,782856.8
15451,396965.0
15452,318243.3333333334
15453,511729.98
15454,461256.0
15455,1807850.0
15456,426356.0
15457,493872.0
15458,541669.3
15459,1554659.04
15460,415732.0
15461,287178.0
15462,396378.0
15463,286369.3333333334
15464,434649.0
15465,1173160.0
15466,265298.6666666667
15467,454079.28
15468,390990.0
15469,269560.0
15470,501928.0
15471,472116.9
15472,414394.0
15473,523685.0
15474,824061.0
15475,596930.0
15476,698560.0
15477,516494.0
15478,607781.0
15479,336500.94
15480,352197.06
15481,266299.5
15482,890836.6
15483,260334.0
15484,489040.0
15485,286994.04
15486,579316.26
15487,434378.0
15488,302921.8
15489,367558.8
15490,577688.0
15491,328832.0
15492,342097.0
15493,403295.4
15494,327326.46
15495,400330.0
15496,995890.5
15497,755906.0
15498,495257.0
15499,861833.0
15500,331766.8
15501,540762.0
15502,408589.0
15503,908053.0
15504,607559.0
15505,393765.0
15506,707018.0
15507,532360.0
15508,640340.0
15509,384433.0
15510,502441.02
15511,1021954.0
15512,322892.0
15513,393512.0
15514,673674.6
15515,667521.18
15516,295664.0
15517,480677.96
15518,626638.0
